Student_ID,Math,Science,English,Arts,Computer,Social_Studies,PE,Interest,Strength,Recommended_Career,Subjects_Needed
4768,79,84,70,53,87,66,100,Nature,PE,Coach,"PE, Biology"
4769,88,74,87,93,100,69,64,Nature,Computer,Cybersecurity Analyst,"Computer, Math"
4770,89,52,51,89,71,91,73,Nature,Social,Counselor,"Social Studies, Biology"
4771,76,61,69,99,73,66,68,Writing,Arts,Interior Designer,"Arts, Math"
4772,66,75,67,93,91,77,93,Nature,Arts,Graphic Designer,"Arts, Computer"
4773,60,62,79,85,80,54,78,Painting,Arts,Graphic Designer,"Arts, Computer"
4774,54,72,53,66,72,76,74,Leadership,Social,Historian,"History, Social Studies"
4775,74,54,75,70,57,96,77,Healthcare,Social,Political Scientist,"History, Social Studies"
4776,84,58,79,56,81,83,63,Coding,Math,Doctor,"Biology, Science"
4777,50,77,76,62,57,66,67,Finance,Science,Cybersecurity Analyst,"Computer, Math"
4778,64,76,69,78,80,58,90,Coding,PE,Athlete,"PE, Biology"
4779,81,53,90,94,93,66,99,Healthcare,PE,Fitness Entrepreneur,"PE, Business Studies"
4780,57,57,63,80,66,60,99,Leadership,PE,Sports Physiotherapist,"PE, Biology"
4781,91,82,73,78,81,50,78,Sports,Math,Blockchain Developer,"Computer, Math"
4782,81,59,73,96,87,71,83,Sports,Arts,Graphic Designer,"Arts, Computer"
4783,98,54,74,52,66,82,53,Finance,Math,Software Developer,"Computer, Math"
4784,72,78,93,53,99,58,77,Leadership,Computer,Cybersecurity Analyst,"Computer, Math"
4785,84,66,52,82,71,57,95,Nature,PE,Athlete,"PE, Biology"
4786,58,68,72,90,79,51,80,Painting,Arts,Graphic Designer,"Arts, Computer"
4787,85,90,92,91,60,75,97,Teaching,PE,Coach,"PE, Biology"
4788,79,88,90,55,85,61,96,Coding,PE,Fitness Entrepreneur,"PE, Business Studies"
4789,61,60,85,80,63,96,58,Sports,Social,Sociologist,Social Studies
4790,97,85,63,82,70,97,99,History,PE,Sports Physiotherapist,"PE, Biology"
4791,66,99,84,91,69,59,88,Event Management,Science,Blockchain Developer,"Computer, Math"
4792,74,63,71,52,77,63,53,Coding,Computer,Engineer,"Math, Computer, Science"
4793,98,71,100,86,63,97,65,Robotics,English,Digital Marketer,"English, Business Studies"
4794,68,79,98,64,95,61,69,Leadership,English,Public Relations Manager,"English, Social Studies"
4795,81,58,63,71,61,56,90,Painting,PE,Fitness Entrepreneur,"PE, Business Studies"
4796,75,83,58,96,62,95,80,Painting,Arts,Fashion Designer,Arts
4797,95,94,97,90,52,65,91,Painting,English,Digital Marketer,"English, Business Studies"
4798,90,62,96,61,69,73,86,Finance,English,Journalist,"English, Social Studies"
4799,68,75,84,58,59,86,82,Coding,Social,Counselor,"Social Studies, Biology"
4800,58,80,99,70,90,100,84,History,Social,Political Scientist,"History, Social Studies"
4801,64,88,80,62,77,95,80,Nature,Social,Historian,"History, Social Studies"
4802,73,98,83,81,55,70,68,Nature,Science,Cybersecurity Analyst,"Computer, Math"
4803,57,83,88,51,94,98,77,Robotics,Social,Counselor,"Social Studies, Biology"
4804,93,57,72,69,66,73,59,Robotics,Math,Astronomer,"Math, Science"
4805,65,90,81,65,70,93,91,Writing,Social,Sociologist,Social Studies
4806,63,67,51,59,86,79,75,Leadership,Computer,Blockchain Developer,"Computer, Math"
4807,95,90,85,68,71,84,59,Finance,Math,Blockchain Developer,"Computer, Math"
4808,91,78,57,86,61,78,70,Robotics,Math,Doctor,"Biology, Science"
4809,98,66,51,65,59,62,93,Painting,Math,Software Developer,"Computer, Math"
4810,77,86,55,86,99,95,52,Writing,Computer,Cybersecurity Analyst,"Computer, Math"
4811,96,72,51,61,70,89,76,Event Management,Math,Software Developer,"Computer, Math"
4812,75,67,66,50,98,54,65,Leadership,Computer,Software Developer,"Computer, Math"
4813,93,74,72,99,100,91,60,Leadership,Computer,Cybersecurity Analyst,"Computer, Math"
4814,59,61,90,95,50,60,70,Teaching,Arts,Fashion Designer,Arts
4815,80,51,77,60,83,72,98,Teaching,PE,Sports Physiotherapist,"PE, Biology"
4816,74,84,91,89,94,75,63,Leadership,Computer,Game Developer,"Computer, Math"
4817,77,67,68,56,57,77,61,Sports,Math,Software Developer,"Computer, Math"
4818,85,87,52,56,67,58,51,Nature,Science,Cybersecurity Analyst,"Computer, Math"
4819,80,73,62,65,87,59,62,Finance,Computer,Game Developer,"Computer, Math"
4820,64,57,78,57,87,55,73,Leadership,Computer,Software Developer,"Computer, Math"
4821,56,60,96,94,83,61,59,Nature,English,Digital Marketer,"English, Business Studies"
4822,87,62,97,88,78,61,50,Robotics,English,Journalist,"English, Social Studies"
4823,64,51,71,88,82,50,99,Nature,PE,Sports Physiotherapist,"PE, Biology"
4824,54,85,90,76,55,85,86,Robotics,English,Digital Marketer,"English, Business Studies"
4825,55,55,96,85,59,70,60,Leadership,English,Digital Marketer,"English, Business Studies"
4826,77,50,75,64,54,70,50,Coding,Math,Scientist,"Math, Science"
4827,69,73,99,97,93,92,83,Nature,English,Digital Marketer,"English, Business Studies"
4828,71,74,78,100,82,87,87,Robotics,Arts,Animator,"Arts, Computer"
4829,61,74,51,76,57,70,95,Robotics,PE,Fitness Entrepreneur,"PE, Business Studies"
4830,100,75,87,83,85,95,100,Teaching,Math,Software Developer,"Computer, Math"
4831,83,67,63,78,82,92,91,History,Social,Counselor,"Social Studies, Biology"
4832,84,61,76,88,98,63,88,Sports,Computer,Software Developer,"Computer, Math"
4833,65,70,96,81,87,63,69,Painting,English,Digital Marketer,"English, Business Studies"
4834,97,80,78,91,77,75,73,Nature,Math,Blockchain Developer,"Computer, Math"
4835,94,82,87,94,65,74,74,History,Math,Game Developer,"Computer, Math"
4836,76,97,86,82,82,96,67,History,Science,Game Developer,"Computer, Math"
4837,83,59,74,96,95,100,96,Writing,Social,Sociologist,Social Studies
4838,90,92,52,55,70,86,88,Sports,Science,Cybersecurity Analyst,"Computer, Math"
4839,88,83,65,54,72,61,90,History,PE,Sports Physiotherapist,"PE, Biology"
4840,92,85,89,88,99,64,97,Event Management,Computer,Blockchain Developer,"Computer, Math"
4841,50,96,56,52,100,57,87,Leadership,Computer,Software Developer,"Computer, Math"
4842,65,100,54,77,58,79,87,Writing,Science,Blockchain Developer,"Computer, Math"
4843,59,51,79,93,70,66,59,Leadership,Arts,Interior Designer,"Arts, Math"
4844,63,59,97,70,89,52,60,Writing,English,Journalist,"English, Social Studies"
4845,86,64,95,67,75,68,53,Nature,English,Public Relations Manager,"English, Social Studies"
4846,76,66,73,71,65,74,98,Healthcare,PE,Athlete,"PE, Biology"
4847,81,83,95,60,97,89,56,Robotics,Computer,Scientist,"Math, Science"
4848,83,88,86,74,61,82,96,Leadership,PE,Athlete,"PE, Biology"
4849,51,100,79,58,85,70,70,Leadership,Science,Software Developer,"Computer, Math"
4850,50,82,50,60,64,51,75,Writing,Science,Software Developer,"Computer, Math"
4851,83,93,71,62,63,77,51,Teaching,Science,Game Developer,"Computer, Math"
4852,98,58,52,52,93,55,85,History,Math,Software Developer,"Computer, Math"
4853,81,77,70,69,100,80,69,History,Computer,Blockchain Developer,"Computer, Math"
4854,75,52,67,76,85,86,62,Event Management,Social,Counselor,"Social Studies, Biology"
4855,98,97,80,68,68,73,87,Teaching,Math,Software Developer,"Computer, Math"
4856,74,77,87,73,56,79,87,Robotics,English,Content Creator,English
4857,81,63,98,90,58,61,73,Painting,English,Content Creator,English
4858,98,76,59,55,61,70,65,Writing,Math,Cybersecurity Analyst,"Computer, Math"
4859,71,74,59,57,99,90,62,Robotics,Computer,Engineer,"Math, Computer, Science"
4860,81,92,89,87,65,67,87,Painting,Science,Software Developer,"Computer, Math"
4861,91,55,54,50,53,98,71,Coding,Social,Counselor,"Social Studies, Biology"
4862,98,64,93,60,99,58,98,Teaching,Computer,Blockchain Developer,"Computer, Math"
4863,97,87,77,57,68,81,70,Event Management,Math,Blockchain Developer,"Computer, Math"
4864,63,58,85,81,76,74,85,History,English,Journalist,"English, Social Studies"
4865,50,92,59,52,92,92,64,Robotics,Science,Astronomer,"Math, Science"
4866,78,53,96,53,52,97,100,Leadership,PE,Fitness Entrepreneur,"PE, Business Studies"
4867,89,100,93,73,76,78,82,Nature,Science,Game Developer,"Computer, Math"
4868,53,85,58,51,69,86,72,Event Management,Social,Counselor,"Social Studies, Biology"
4869,92,54,56,70,84,91,67,Healthcare,Math,Blockchain Developer,"Computer, Math"
4870,88,72,93,60,57,57,58,Coding,English,Public Relations Manager,"English, Social Studies"
4871,72,86,88,90,52,71,76,Teaching,Arts,Fashion Designer,Arts
4872,97,79,50,87,92,80,82,History,Math,Blockchain Developer,"Computer, Math"
4873,77,71,87,90,86,60,69,Leadership,Arts,Animator,"Arts, Computer"
4874,96,67,77,82,100,55,60,Event Management,Computer,Blockchain Developer,"Computer, Math"
4875,68,76,52,69,58,85,92,Writing,PE,Sports Physiotherapist,"PE, Biology"
4876,94,89,69,82,83,60,92,History,Math,Game Developer,"Computer, Math"
4877,58,94,71,78,57,74,96,Sports,PE,Coach,"PE, Biology"
4878,91,62,75,81,99,96,87,Finance,Computer,Game Developer,"Computer, Math"
4879,61,68,100,58,55,65,95,History,English,Journalist,"English, Social Studies"
4880,60,52,55,52,63,79,69,Leadership,Social,Political Scientist,"History, Social Studies"
4881,61,62,62,68,99,58,93,Painting,Computer,Blockchain Developer,"Computer, Math"
4882,92,86,57,91,65,73,52,Leadership,Math,Cybersecurity Analyst,"Computer, Math"
4883,91,75,73,77,52,57,58,Coding,Math,Engineer,"Math, Computer, Science"
4884,68,65,58,89,86,82,62,Teaching,Arts,Fashion Designer,Arts
4885,79,70,93,82,51,95,60,Nature,Social,Counselor,"Social Studies, Biology"
4886,51,80,90,75,73,98,68,Coding,Social,Sociologist,Social Studies
4887,65,99,51,95,89,84,74,History,Science,Software Developer,"Computer, Math"
4888,91,90,90,74,74,61,83,History,Math,Software Developer,"Computer, Math"
4889,83,94,57,91,79,78,95,Painting,PE,Athlete,"PE, Biology"
4890,88,60,67,76,81,81,52,Healthcare,Math,Game Developer,"Computer, Math"
4891,73,72,64,64,94,81,73,Nature,Computer,Blockchain Developer,"Computer, Math"
4892,72,93,99,96,85,76,96,Healthcare,English,Content Creator,English
4893,66,56,54,86,83,70,53,Teaching,Arts,Interior Designer,"Arts, Math"
4894,76,60,54,55,100,62,86,Coding,Computer,Doctor,"Biology, Science"
4895,73,93,68,91,61,60,79,Healthcare,Science,Game Developer,"Computer, Math"
4896,93,73,71,95,57,98,96,Coding,Social,Historian,"History, Social Studies"
4897,69,79,97,67,73,51,81,Sports,English,Public Relations Manager,"English, Social Studies"
4898,78,83,79,85,64,92,88,Robotics,Social,Counselor,"Social Studies, Biology"
4899,55,64,55,60,70,76,100,Painting,PE,Coach,"PE, Biology"
4900,92,88,96,86,85,72,80,Coding,English,Digital Marketer,"English, Business Studies"
4901,99,65,71,56,73,83,82,Leadership,Math,Cybersecurity Analyst,"Computer, Math"
4902,55,78,68,85,54,64,96,Finance,PE,Coach,"PE, Biology"
4903,75,63,67,66,59,91,96,Healthcare,PE,Fitness Entrepreneur,"PE, Business Studies"
4904,98,98,95,61,76,68,72,Finance,Math,Blockchain Developer,"Computer, Math"
4905,53,79,83,97,72,100,54,Sports,Social,Sociologist,Social Studies
4906,73,88,58,94,58,60,56,Finance,Arts,Fashion Designer,Arts
4907,81,67,83,59,81,87,78,History,Social,Counselor,"Social Studies, Biology"
4908,72,83,59,93,54,77,66,Coding,Arts,Interior Designer,"Arts, Math"
4909,62,66,87,62,61,92,92,Painting,Social,Historian,"History, Social Studies"
4910,64,77,50,93,62,100,80,Nature,Social,Sociologist,Social Studies
4911,82,96,94,83,90,68,73,Coding,Science,Astronomer,"Math, Science"
4912,88,98,87,74,82,86,90,Event Management,Science,Cybersecurity Analyst,"Computer, Math"
4913,78,91,97,85,76,68,72,Coding,English,Content Creator,English
4914,87,58,59,51,100,97,75,Teaching,Computer,Software Developer,"Computer, Math"
4915,84,81,59,80,86,88,50,Finance,Social,Historian,"History, Social Studies"
4916,61,76,84,72,73,79,68,History,English,Digital Marketer,"English, Business Studies"
4917,60,73,57,78,100,51,62,Healthcare,Computer,Blockchain Developer,"Computer, Math"
4918,79,69,60,98,74,67,83,Sports,Arts,Interior Designer,"Arts, Math"
4919,57,94,74,62,95,65,70,Painting,Computer,Cybersecurity Analyst,"Computer, Math"
4920,55,59,66,85,74,59,85,Healthcare,Arts,Animator,"Arts, Computer"
4921,53,97,63,68,90,93,60,Sports,Science,Cybersecurity Analyst,"Computer, Math"
4922,73,94,78,82,83,64,93,Writing,Science,Blockchain Developer,"Computer, Math"
4923,67,68,52,68,59,73,66,History,Social,Political Scientist,"History, Social Studies"
4924,59,96,58,97,89,58,83,Painting,Arts,Fashion Designer,Arts
4925,60,56,89,61,73,78,71,Leadership,English,Journalist,"English, Social Studies"
4926,99,85,96,69,56,79,52,Coding,Math,Astronomer,"Math, Science"
4927,78,79,57,56,70,51,52,Coding,Science,Scientist,"Math, Science"
4928,99,82,82,69,67,58,64,Writing,Math,Cybersecurity Analyst,"Computer, Math"
4929,95,88,50,97,72,74,70,Robotics,Arts,Graphic Designer,"Arts, Computer"
4930,53,80,64,86,83,86,82,Coding,Arts,Graphic Designer,"Arts, Computer"
4931,71,63,67,76,94,67,97,Nature,PE,Fitness Entrepreneur,"PE, Business Studies"
4932,64,66,56,59,59,94,63,Leadership,Social,Historian,"History, Social Studies"
4933,73,79,94,55,96,69,100,History,PE,Coach,"PE, Biology"
4934,78,65,93,83,79,97,66,Writing,Social,Historian,"History, Social Studies"
4935,63,51,82,62,78,92,81,Finance,Social,Sociologist,Social Studies
4936,77,78,86,95,98,64,75,Event Management,Computer,Game Developer,"Computer, Math"
4937,71,85,57,69,98,56,79,Healthcare,Computer,Software Developer,"Computer, Math"
4938,91,94,95,84,85,97,96,Coding,Social,Sociologist,Social Studies
4939,79,73,71,53,70,81,89,Writing,PE,Sports Physiotherapist,"PE, Biology"
4940,68,76,68,99,73,90,83,Nature,Arts,Interior Designer,"Arts, Math"
4941,65,67,89,72,86,87,68,Nature,English,Journalist,"English, Social Studies"
4942,84,69,51,76,71,93,80,Event Management,Social,Counselor,"Social Studies, Biology"
4943,56,74,97,99,76,85,59,Painting,Arts,Graphic Designer,"Arts, Computer"
4944,69,73,51,76,51,61,55,Writing,Arts,Graphic Designer,"Arts, Computer"
4945,64,76,91,75,93,53,99,Event Management,PE,Fitness Entrepreneur,"PE, Business Studies"
4946,93,63,51,78,54,99,76,Healthcare,Social,Historian,"History, Social Studies"
4947,50,52,58,81,70,59,60,Leadership,Arts,Interior Designer,"Arts, Math"
4948,65,66,78,54,85,91,66,Coding,Social,Counselor,"Social Studies, Biology"
4949,68,82,89,75,53,90,85,Finance,Social,Historian,"History, Social Studies"
4950,60,91,72,69,98,59,54,Finance,Computer,Cybersecurity Analyst,"Computer, Math"
4951,86,55,91,53,67,70,86,Event Management,English,Content Creator,English
4952,92,94,50,81,89,53,72,Leadership,Science,Software Developer,"Computer, Math"
4953,81,59,65,88,85,97,76,Painting,Social,Political Scientist,"History, Social Studies"
4954,59,65,55,64,68,99,76,Sports,Social,Political Scientist,"History, Social Studies"
4955,93,52,78,82,78,87,57,Sports,Math,Blockchain Developer,"Computer, Math"
4956,54,63,87,90,52,85,63,Robotics,Arts,Fashion Designer,Arts
4957,81,98,73,94,72,64,50,Sports,Science,Blockchain Developer,"Computer, Math"
4958,97,67,79,93,85,56,55,Robotics,Math,Scientist,"Math, Science"
4959,56,71,92,96,75,70,92,Event Management,Arts,Animator,"Arts, Computer"
4960,53,62,75,86,60,50,59,History,Arts,Animator,"Arts, Computer"
4961,50,67,87,91,78,57,60,Painting,Arts,Fashion Designer,Arts
4962,71,67,76,90,84,88,62,Writing,Arts,Graphic Designer,"Arts, Computer"
4963,81,73,72,66,60,80,74,Sports,Math,Software Developer,"Computer, Math"
4964,81,95,90,52,52,82,61,Writing,Science,Cybersecurity Analyst,"Computer, Math"
4965,73,81,75,99,100,65,96,Nature,Computer,Game Developer,"Computer, Math"
4966,58,69,60,95,58,70,69,Healthcare,Arts,Animator,"Arts, Computer"
4967,50,71,77,100,67,92,96,Leadership,Arts,Interior Designer,"Arts, Math"
4968,75,84,94,56,66,51,59,Event Management,English,Public Relations Manager,"English, Social Studies"
4969,77,68,53,69,74,78,86,Robotics,PE,Athlete,"PE, Biology"
4970,99,68,76,76,60,75,87,Sports,Math,Cybersecurity Analyst,"Computer, Math"
4971,88,90,79,55,75,93,94,Finance,PE,Athlete,"PE, Biology"
4972,69,88,100,94,79,76,60,Sports,English,Digital Marketer,"English, Business Studies"
4973,65,88,83,71,72,64,67,Healthcare,Science,Software Developer,"Computer, Math"
4974,91,55,86,63,79,97,71,History,Social,Sociologist,Social Studies
4975,96,74,52,57,51,88,61,History,Math,Game Developer,"Computer, Math"
4976,55,82,69,52,59,79,66,Coding,Science,Astronomer,"Math, Science"
4977,57,59,76,54,88,55,50,Leadership,Computer,Blockchain Developer,"Computer, Math"
4978,52,95,77,57,64,59,54,Coding,Science,Doctor,"Biology, Science"
4979,80,82,74,54,98,76,59,Finance,Computer,Game Developer,"Computer, Math"
4980,95,58,99,57,97,84,77,Painting,English,Digital Marketer,"English, Business Studies"
4981,66,78,93,51,58,75,100,Finance,PE,Coach,"PE, Biology"
4982,96,64,56,86,92,96,64,Sports,Math,Blockchain Developer,"Computer, Math"
4983,70,57,94,57,93,66,65,Finance,English,Digital Marketer,"English, Business Studies"
4984,89,50,74,93,62,80,97,Painting,PE,Athlete,"PE, Biology"
4985,73,54,52,93,92,80,76,History,Arts,Animator,"Arts, Computer"
4986,55,67,86,98,66,89,75,Coding,Arts,Fashion Designer,Arts
4987,69,69,55,89,76,88,95,Event Management,PE,Coach,"PE, Biology"
4988,87,82,86,75,82,99,92,Writing,Social,Political Scientist,"History, Social Studies"
4989,74,57,70,90,51,94,79,Finance,Social,Counselor,"Social Studies, Biology"
4990,57,63,82,68,61,87,81,History,Social,Historian,"History, Social Studies"
4991,65,82,91,59,81,53,88,Writing,English,Digital Marketer,"English, Business Studies"
4992,68,92,99,72,85,60,72,History,English,Journalist,"English, Social Studies"
4993,80,59,98,60,88,56,73,Finance,English,Journalist,"English, Social Studies"
4994,72,66,88,84,78,56,57,Sports,English,Content Creator,English
4995,77,66,50,50,86,65,83,Robotics,Computer,Engineer,"Math, Computer, Science"
4996,62,92,63,95,66,66,68,Teaching,Arts,Graphic Designer,"Arts, Computer"
4997,95,80,93,57,63,89,58,History,Math,Game Developer,"Computer, Math"
4998,55,88,73,56,98,51,96,Teaching,Computer,Blockchain Developer,"Computer, Math"
4999,50,67,94,87,60,95,50,Robotics,Social,Historian,"History, Social Studies"
5000,75,66,90,77,67,57,77,Leadership,English,Journalist,"English, Social Studies"
5001,91,66,85,55,95,89,77,History,Computer,Software Developer,"Computer, Math"
5002,77,86,71,73,56,66,96,Healthcare,PE,Athlete,"PE, Biology"
5003,64,90,55,77,55,60,79,Painting,Science,Game Developer,"Computer, Math"
5004,53,70,81,100,65,75,55,Coding,Arts,Animator,"Arts, Computer"
5005,85,80,70,87,94,61,66,Teaching,Computer,Blockchain Developer,"Computer, Math"
5006,97,99,82,89,98,75,76,Leadership,Science,Cybersecurity Analyst,"Computer, Math"
5007,61,76,66,96,77,97,93,Leadership,Social,Historian,"History, Social Studies"
5008,54,56,76,89,66,100,89,Teaching,Social,Sociologist,Social Studies
5009,58,69,66,78,51,75,96,Finance,PE,Athlete,"PE, Biology"
5010,58,67,70,84,85,100,57,Leadership,Social,Historian,"History, Social Studies"
5011,75,51,78,55,61,68,91,Robotics,PE,Sports Physiotherapist,"PE, Biology"
5012,77,96,91,65,97,97,77,Coding,Computer,Scientist,"Math, Science"
5013,92,98,92,54,82,71,92,Teaching,Science,Game Developer,"Computer, Math"
5014,85,67,74,74,95,60,100,Finance,PE,Athlete,"PE, Biology"
5015,75,59,80,68,87,88,83,Leadership,Social,Counselor,"Social Studies, Biology"
5016,74,56,99,90,75,74,77,Healthcare,English,Public Relations Manager,"English, Social Studies"
